text,label
I inherit fund from a trust that have million of dollar steal from it.,cheating subversion
"I initiate a text conversation with someone I shouldn't have, make an idiot of myself.",subversion
I intentionally boycott any company that require me to watch a video or use pop-up.,harm
I intentionally eat spicy food before bed so I can have weird nightmares.,harm
I inturrupting my ex gf while she's on the phone with her prison fiance.,harm subversion cheating
"I ive be in an abusive relationship with a married man for 7 years, and i'm the pursuer, and the person be abuse.",harm
I i’m change my name and leave in the middle of the night without tell anyone.,betrayal
"I i’m develop feeling towards this guy who i’ve be talk a lot to. But he’s in a relationship, but he’s also flirt with me.",betrayal
"I i’ve be self harm for years, and i want to get help but i’m scar i’ll be lock up in a mental hospital.",harm
I jack off in my buddy's wife's bikini bottom while my wife be sleep by me.,cheating betrayal
I judge and generally abhor people who say “All’s I’m saying”.,cheating
I just break up with someone I am completely inlove with and I feel no shame.,harm betrayal
I just chug some soy sauce. I wholeheartedly regret my decision.,harm
I just crack a joke in my class' groupchat and I'm scar to go back there now.,harm
"I just eat a whole pizza because I am mad, and now I feel like a complete idiot.",degradation
I just eat an entire bag of Chips Ahoy cooky and a liter of chocolate milk.,degradation harm
I just get a new cat and every morning she place dead animal at my door. I have to say it’s pretty cool. We have quite the compilation going.,harm
I just get “too high” again. and now I’m not sure if I uncover false memory or some dark repress memories.. I’m terrify either way..,harm
I just give my dog Zofran so he could feel better. It worked.,harm
I just joyfully celebrate some one death for the first time ever.,harm
I just order a pizza with two 2-liter diet pepsI amcause I'm addict to diet pepsi and too lazy to go to the store.,harm degradation
I just punch my GF in the face because she didn’t want to give me a bj.,harm degradation
I just quit my job because I couldn't figure out how to call in sick.,harm
I just realise I have auditory processing disorder and feel overwhelm with guilt.,harm
I just realize I can change my picture and have a cover picture.. So people can think I'm even more ridiculous.,degradation harm
"I just spend 10 minute look at gift from my teenage girlfriend, first love - Im a 25 year old man.",subversion
I just take LSD and I kid you not I can see Mark Davis hide under my bed.,harm
I just take the maiden voyage on the new toilet seat I instal earlier.,harm
"I just want someone to get high with me while we watch old show like Happy Days, Green Acres, Andy Griffith Show, Twilight Zone, and can appreciate Forrest Gump.",harm degradation
I keep a guy iphone after he throw it out his car window while be crazy abusive to his girlfriend.,harm subversion
I keep my little brother's arrest a secret from our parent and the rest of the family.,harm subversion
I keep start thing with girl while keep other thing go with other girl.,betrayal
I keep stuff myself with holiday food to try to feel something.,harm degradation
I kick a girl's water bottle into her face because she bully me.,harm
I kick a guy in the nut for money once but I felt like a whorè.,harm degradation
I kick out my 25yo (26yo next month) son and his girlfriend.,cheating
I kick someone out of my social group who potentially have special need.,harm cheating
I knock over and break about 100 tombstone and peed on the flower.,subversion
I know I have an unhealthy obession with run but I don't want to deal with it.,harm
I know I'm an alcoholic and frequently drink to deal with my problems.,degradation
I know a very pretty girl be absolutely lie to me and put up with in order to have a fling with her.,harm cheating
"I know about so many of my family and friends’ significant others cheat on them but I keep it to myself, and always will.",cheating betrayal
"I know it's a bit odd, but.. here's a couple of thing I'd like to say.",subversion
"I know my best friend's girlfriend be go to break up with him over a month in advance, and i do nothing.",harm cheating betrayal
I know my mom cheat but don’t have the proof or way to approve it.,harm betrayal
"I know my student bully this girl, but I find that she bring it onto herself so I don't do anything.",harm
I know that I have a problem but I just don't care enough to stop.,harm
"I know that it tear my parent apart inside that I refuse to have a relationship with my brother, and I honestly couldn't care.",betrayal degradation
